username,Jdate,date,retweets,favorites,text,mentions,hashtags,id,afraid,amused,angry,annoyed,dont_care,happy,inspired,sad,type,http,pics,mention_count,hashtag_count
NOAA,68,3/8/2016,283,182,SEE: February 2016 US Significant Climate Events Map from @NOAANCEIclimate http://1.usa.gov/1UEYe4k #StateOfClimate pic.twitter.com/I3UBUoetuJ,@NOAANCEIclimate,#Climate #StateOfClimatepic,7.07E+17,0.150956713,0.113278451,0.122875038,0.12078618,0.121341824,0.118605788,0.132370921,0.119785085,Off_pre,TRUE,TRUE,1,2
NOAA,68,3/8/2016,57,30,February 2016 ranked as 7th warmest for contig USA says @NOAANCEIclimate http://1.usa.gov/1UEYe4k StateOfClimate pic.twitter.com/5zL9cmhqaz,@NOAANCEIclimate,#StateOfClimatepic,7.07E+17,0.097264096,0.123877561,0.088406068,0.137934692,0.136892058,0.14439395,0.146820429,0.124411146,Off_pre,TRUE,TRUE,1,1
NOAA,68,3/8/2016,57,41, Alaska had its 2nd warmest winter on record says @NOAANCEIclimate http://1.usa.gov/1UEYe4k #StateOfClimate pic.twitter.com/aoV0jCtWpL,@NOAANCEIclimate,#Alaska #StateOfClimatepic,7.07E+17,0.168918296,0.108149025,0.072074687,0.090128714,0.105046948,0.163643791,0.088702207,0.203336332,Off_pre,TRUE,TRUE,1,2
NOAA,68,3/8/2016,201,114,JUST IN: Winter was record warm for the contig USA per @NOAANCEIclimate http://1.usa.gov/1UEYe4k StateOfClimate pic.twitter.com/4BX1rZlkXA,@NOAANCEIclimate,#StateOfClimatepic,7.07E+17,0.143742324,0.14383373,0.076697231,0.09374073,0.114593614,0.127767168,0.115475415,0.184149788,Off_pre,TRUE,TRUE,1,1
NOAA,64,3/4/2016,49,63, ElNino fueling rain & snow in U.S. west this weekend says @NWS. http://1.usa.gov/1nlWAHf pic.twitter.com/KjVyYGNlIy,@NWS,#ElNino,7.06E+17,0.26040813,0.1043987,0.118109074,0.109615096,0.08029159,0.093342715,0.083580675,0.150254021,Off_pre,TRUE,TRUE,1,1
NOAA,60,2/29/2016,107,112,Researchers start new study of killer tornadoes in SE U.S. More at http://1.usa.gov/1WSoxmb pic.twitter.com/00K6PmTxbZ,,#tornadoes,7.04E+17,0.116852101,0.143046674,0.101597048,0.098522355,0.114437393,0.134147474,0.154704912,0.136692044,Off_pre,TRUE,TRUE,0,1
NOAA,60,2/29/2016,41,56, NOAA on the front lines in fascinating foreboding #Antarctica. Blog: https://medium.com/@NOAA/noaa-on-the-front-lines-in-fascinating-foreboding-antarctica-f692b119d0dd#.mbs0dtcu2 … pic.twitter.com/f2natsD0TI,@NOAA,#NOAA #Antarctica #,7.04E+17,0.18627912,0.175182707,0.045669922,0.074833438,0.104595477,0.102069433,0.191517221,0.119852682,Off_pre,TRUE,TRUE,1,3
NOAA,49,2/18/2016,86,90,The new http://NOAA.gov : Faster easier access to the info you want. Take a tour: http://1.usa.gov/1SUk9Fs pic.twitter.com/K3BCoiX2bT,,,7.00E+17,0.105361681,0.139436022,0.093037127,0.122361415,0.123283309,0.156753421,0.159147639,0.100619386,Off_pre,TRUE,TRUE,0,0
NOAA,49,2/18/2016,93,96,We’re on a mission to bring you closer to cool science on the new http://NOAA.gov : http://1.usa.gov/1SUk9Fs pic.twitter.com/TVigo0RGus,,,7.00E+17,0.157244653,0.173532956,0.067688508,0.082471494,0.114194627,0.163352679,0.14994168,0.091573403,Off_pre,TRUE,TRUE,0,0
NOAA,49,2/18/2016,39,47,Calling explorers: Discover the new http://NOAA.gov redesigned with you in mind: http://1.usa.gov/1SUk9Fs pic.twitter.com/982V3auBDp,,,7.00E+17,0.098737584,0.134993773,0.092032787,0.1288058,0.125523078,0.151492937,0.160296119,0.108117923,Off_pre,TRUE,TRUE,0,0
NOAA,48,2/17/2016,69,87,Coming soon: The new http://noaa.gov . Keep us on your radar for a cool new view pic.twitter.com/MYfdpMrxcB,,,7.00E+17,0.111815525,0.146394063,0.080634555,0.121447621,0.136431688,0.153883026,0.150026731,0.09936679,Off_pre,TRUE,TRUE,0,0
NOAA,48,2/17/2016,119,77,SEE: January 2016 Global Significant Climate Events Map @NOAANCEIclimate http://1.usa.gov/1Llc6Jn StateOfClimate pic.twitter.com/c6xPShnjX3,@NOAANCEIclimate,#StateOfClimatepic,7.00E+17,0.158098876,0.113373724,0.115296452,0.111411244,0.12188847,0.12406808,0.133238215,0.122624939,Off_pre,TRUE,TRUE,1,1
NOAA,48,2/17/2016,276,86,January 2016 global sea surface temp warmest on record per @NOAANCEIclimate http://1.usa.gov/1Llc6Jn StateOfClimate pic.twitter.com/YPdgis7uqe,@NOAANCEIclimate,#StateOfClimatepic,7.00E+17,0.146481129,0.099773642,0.128882363,0.109428495,0.100634876,0.120959253,0.091398951,0.20244129,Off_pre,TRUE,TRUE,1,1
NOAA,48,2/17/2016,126,47,Arctic sea ice extent smallest on record for January says @NOAANCEIclimate http://1.usa.gov/1Llc6Jn StateOfClimate pic.twitter.com/5BNU6rp5uj,@NOAANCEIclimate,#StateOfClimatepic,7.00E+17,0.195378841,0.135228323,0.111759728,0.096460772,0.115634949,0.117747215,0.104675376,0.123114796,Off_pre,TRUE,TRUE,1,1
NOAA,48,2/17/2016,188,70,JUST IN: January 2016 warmest on record for the globe per @NOAANCEIclimate http://1.usa.gov/1Llc6Jn StateOfClimate pic.twitter.com/fS8HVhjJUz,@NOAANCEIclimate,#StateOfClimatepic,7.00E+17,0.129641131,0.135003809,0.109858781,0.11345291,0.150273069,0.142034649,0.111144377,0.108591275,Off_pre,TRUE,TRUE,1,1
NOAA,45,2/14/2016,345,412,Happy ValentineDay! This unique heart shaped cloud was captured by NOAA’s GOES-13 6/1/11. http://1.usa.gov/1QzuTT6 pic.twitter.com/nX1fVzcij1,,#ValentineDay,6.99E+17,0.18160903,0.137644049,0.051837553,0.078352709,0.170688202,0.127246359,0.166103832,0.086518267,Off_pre,TRUE,TRUE,0,1
NOAA,43,2/12/2016,85,45, DYK 90% of heat trapped on Earth goes into the sea? New #satellite keeps pulse on ocean: https://medium.com/@NOAA/jason-3-understanding-our-seas-from-high-above-earth-529f6a299c0d#.onk0u1r6u … pic.twitter.com/CSlAnH1Q0Z,@NOAA,#DYK #satellite #,6.98E+17,0.141675595,0.133381182,0.087066251,0.103945906,0.105764584,0.124298059,0.115340005,0.188528419,Off_pre,TRUE,TRUE,1,3
NOAA,42,2/11/2016,63,41,Another @NWS ElNino update is out today. Get the news & more at http://climate.gov/enso . @NOAAClimate pic.twitter.com/WCYfCOTubR,@NWS @NOAAClimatepic,#ElNino,6.98E+17,0.125155258,0.112397894,0.085846016,0.098038086,0.127318307,0.14500536,0.158772378,0.147466701,Off_pre,TRUE,TRUE,2,1
NOAA,39,2/8/2016,44,34,CORRECTED MAP (had typo): Alaska had 5th warmest January on record-not 4th http://1.usa.gov/23NfgBc @NOAANCEIclimate pic.twitter.com/8R6VMb0d0M,@NOAANCEIclimatepic,,6.97E+17,0.103661867,0.183281675,0.096844287,0.169906151,0.133595177,0.1355447,0.077862916,0.099303227,Off_pre,TRUE,TRUE,1,0
NOAA,39,2/8/2016,66,31,JUST IN: January 2016 was warmer drier than avg for contig USA. http://1.usa.gov/23NfgBc via @NOAANCEIclimate pic.twitter.com/i4T1bphWnt,@NOAANCEIclimatepic,#January,6.97E+17,0.239627402,0.14762441,0.072365387,0.098451394,0.155899565,0.098252433,0.08347659,0.104302819,Off_pre,TRUE,TRUE,1,1
NOAA,23,1/23/2016,872,1457,This amazing pic of winterstorm at approx. 2:15 am ET Jan. 23 from Suomi NPP satellite http://1.usa.gov/1OEYOeo pic.twitter.com/kTkqrrt1OJ,,#winterstorm,6.91E+17,0.332865379,0.09700865,0.092708513,0.106166219,0.075877619,0.116761928,0.097904887,0.080706806,Off_pre,TRUE,TRUE,0,1
NOAA,20,1/20/2016,118,68,. @NASA: 'NASA NOAA Analyses Reveal Record-Shattering Global Warm Temperatures in 2015.' See:http://www.nasa.gov/press-release/nasa-noaa-analyses-reveal-record-shattering-global-warm-temperatures-in-2015 …,@NASA,,6.90E+17,0.269805805,0.139992895,0.073490047,0.081617199,0.095497815,0.104216562,0.13191953,0.103460149,Off_pre,TRUE,FALSE,1,0
NOAA,20,1/20/2016,1328,766,Breaking: 2015 was Earth's warmest year by widest margin on record say NOAA & @NASA http://www.ncdc.noaa.gov/sotc/summary-info/global/201512 … pic.twitter.com/e99nW8LDP5,@NASA,#NOAA,6.90E+17,0.220473426,0.126081626,0.080186184,0.105213935,0.114363239,0.116753294,0.124988392,0.111939905,Off_pre,TRUE,TRUE,1,1
NOAA,20,1/20/2016,106,71, December 2015 global #temperature was record high: @NOAANCEIclimate #StateOfClimate http://bit.ly/2015GlobalClimateRpt … pic.twitter.com/dkQDUHc1zF,@NOAANCEIclimate,#December #temperature #StateOfClimate,6.90E+17,0.183325927,0.112977563,0.085989716,0.081849744,0.129385901,0.156574218,0.112787853,0.137109078,Off_pre,TRUE,TRUE,1,3
NOAA,20,1/20/2016,291,113,2015 is Earth’s warmest year by record-wide margin per @NOAANCEIclimate StateOfClimate http://bit.ly/2015GlobalClimateRpt … pic.twitter.com/qEXW92R44y,@NOAANCEIclimate,#StateOfClimate,6.90E+17,0.095032391,0.183436226,0.074055432,0.10083886,0.140072645,0.127137515,0.189865191,0.089561741,Off_pre,TRUE,TRUE,1,1
NOAA,20,1/20/2016,317,136,JUST IN - It’s official: 2015 is Earth’s warmest year on record. @NOAANCEIclimate http://bit.ly/2015GlobalClimateRpt … pic.twitter.com/bX62Ahsi8d,@NOAANCEIclimate,,6.90E+17,0.127270222,0.156873621,0.099593573,0.105766117,0.125568466,0.117597769,0.162035041,0.105295192,Off_pre,TRUE,TRUE,1,0
NatlParkService,91,3/31/2016,115,208,In honor of WomensHistoryMonth we salute the young women who will grow up to make a positive impact on parks! #STEM pic.twitter.com/iEiq0P19xm,,#WomensHistoryMonth #STEMpic,7.16E+17,0.094153235,0.121882282,0.08228033,0.102057947,0.136374325,0.152151439,0.175941895,0.135158546,Off_pre,FALSE,TRUE,0,2
NatlParkService,90,3/30/2016,86,136,Meet some of the women who shaped the history of national parks in Alaska http://go.nps.gov/17x90o #WHM pic.twitter.com/KhGvwFIuIq,,#Alaska #WHMpic,7.15E+17,0.114331705,0.123634742,0.070264879,0.089140551,0.167505582,0.166163283,0.120211797,0.148747463,Off_pre,TRUE,TRUE,0,2
NatlParkService,89,3/29/2016,55,126,Are you coming to visit us next month? http://www.nps.gov/npweek FindYourPark #TravelTuesday pic.twitter.com/rnG4EOladW,,#FindYourPark #TravelTuesdaypic,7.15E+17,0.219623408,0.100159041,0.092358817,0.105702794,0.12415972,0.119014161,0.126129521,0.112852538,Off_pre,TRUE,TRUE,0,2
NatlParkService,83,3/23/2016,67,77,National Park Week is coming 4/18-4/24! Learn all about it here http://www.nps.gov/npweek FindYourPark #NPS100 pic.twitter.com/kiFZ2HENAP,,#FindYourPark #NPS100pic,7.13E+17,0.116962677,0.123451932,0.12777894,0.123486599,0.108111684,0.1167376,0.157556591,0.125913977,Off_pre,TRUE,TRUE,0,2
NatlParkService,78,3/18/2016,90,153,Not watching MarchMadness? Check out the @CHISNPS Bald Eagle Live Webcam! http://go.nps.gov/1q7jj4 pic.twitter.com/zYBmsodlSK,@CHISNPS,#MarchMadness,7.11E+17,0.09792729,0.186193357,0.103040368,0.069457506,0.080624788,0.16539882,0.201035981,0.09632189,Off_pre,TRUE,TRUE,1,1
NatlParkService,76,3/16/2016,45,92,. @NatGeo explores the importance of green spaces. What your fav city getaway? http://on.natgeo.com/1Z08y7g FindYourPark pic.twitter.com/OLUh5TVV3c,@NatGeo,#FindYourParkpic,7.10E+17,0.095327192,0.147458207,0.074502092,0.082410375,0.089549825,0.18202291,0.226508415,0.102220984,Off_pre,TRUE,TRUE,1,1
NatlParkService,74,3/14/2016,143,273,Happy 113th birthday to the National Wildlife Refuge System! http://on.doi.gov/1S0l5om FindYourPark pic.twitter.com/GyssZMYfht,,#FindYourParkpic,7.09E+17,0.121692819,0.116689811,0.140800957,0.109347344,0.114363112,0.115535309,0.13291173,0.148658918,Off_pre,TRUE,TRUE,0,1
NatlParkService,71,3/11/2016,103,226,This red fox definitely has that FridayFeeling! How about you? #TGIF pic.twitter.com/NvW3Ai2U2k,,#FridayFeeling #TGIFpic,7.08E+17,0.089552027,0.183844877,0.057816209,0.09881106,0.201756838,0.135156702,0.140821683,0.092240605,Off_pre,FALSE,TRUE,0,2
NatlParkService,69,3/9/2016,928,903,National Park Week is April 16-24 and FEE FREE in all our parks! http://www.nps.gov/npweek FindYourPark pic.twitter.com/lVask2oWSa,,#FindYourParkpic,7.08E+17,0.121031805,0.124053163,0.124937509,0.108563514,0.117914741,0.136854427,0.09654693,0.170097911,Off_pre,TRUE,TRUE,0,1
NatlParkService,62,3/2/2016,491,725,“I am the Lorax. I speak for the trees. I speak for the trees for the trees have no tongues.” DrSeussDay pic.twitter.com/wXJEJ4LEoj,,#DrSeussDaypic,7.05E+17,0.085490572,0.114597064,0.124593643,0.1285091,0.127792187,0.106671865,0.193795556,0.118550013,Off_pre,FALSE,TRUE,0,1
NatlParkService,62,3/2/2016,64,122, DYK Polly Mead Patraw was the first female ranger at @GrandCanyonNPS! (NPS/Photo 1931) #WomensHistoryMonth pic.twitter.com/zvBPATJ4gN,@GrandCanyonNPS,#DYK #WomensHistoryMonthpic,7.05E+17,0.051828573,0.200895529,0.167576591,0.096870577,0.126447768,0.133087132,0.125439092,0.097854738,Off_pre,FALSE,TRUE,1,2
NatlParkService,60,2/29/2016,42,122,Happy LeapDay! Are you using this extra day to #FindYourPark? pic.twitter.com/gZQh7aB2JI,,#LeapDay #FindYourPark,7.04E+17,0.226274789,0.108625669,0.092756887,0.085173743,0.127732474,0.127664877,0.118802459,0.112969102,Off_pre,FALSE,TRUE,0,2
NatlParkService,57,2/26/2016,102,190,"These National Parks were also born"" OTD @GlacierNPS (1925) @DenaliNPS (1917) @GrandTetonNPS (1929) #FindYourPark pic.twitter.com/jBzaUNhKz1""",@GlacierNPS @DenaliNPS @GrandTetonNPS,#OTD #FindYourParkpic,7.03E+17,0.087895051,0.124364411,0.089917373,0.113551681,0.13479002,0.150128768,0.096658983,0.202693713,Off_pre,FALSE,TRUE,3,2
NatlParkService,57,2/26/2016,140,206, GrandCanyon became a National Park #OTD in 1919. RT if visiting is on your bucket list! #FindYourPark pic.twitter.com/SNOwoaWmKv,,#GrandCanyon #OTD #FindYourParkpic,7.03E+17,0.081988829,0.122007105,0.161880871,0.238400385,0.084350102,0.129693662,0.083186458,0.098492589,Off_pre,FALSE,TRUE,0,3
NatlParkService,49,2/18/2016,55,72,Explore the role Buffalo Soldiers played in America's westward expansion BlackHistoryMonth #militaryhistory #tbt https://amp.twimg.com/v/b3cbb84f-f28b-42dc-a628-bc57d16bd339 …,,#BlackHistoryMonth #militaryhistory #tbthttps,7.00E+17,0.069220932,0.09518852,0.151144498,0.121322344,0.109343627,0.208707791,0.14022522,0.104847069,Off_pre,TRUE,FALSE,0,3
NatlParkService,49,2/18/2016,38,104,See how we helped @forestservice restore rare foxes to Channel Island http://1.usa.gov/1mJZmWn keepwildlifewild pic.twitter.com/NQeLNSKMDB,@forestservice,#keepwildlifewildpic,7.00E+17,0.137070635,0.146296954,0.114496264,0.117819897,0.13661997,0.104147818,0.123733335,0.119815127,Off_pre,TRUE,TRUE,1,1
NatlParkService,48,2/17/2016,62,116,More than 307 million people visited us in 2015! http://go.nps.gov/5yj4kc FindYourPark #NPS100 pic.twitter.com/SKIefi3NSO,,#FindYourPark #NPS100pic,7.00E+17,0.081796526,0.178191829,0.078773764,0.160653927,0.112363785,0.122988176,0.130271451,0.134960541,Off_pre,TRUE,TRUE,0,2
NatlParkService,48,2/17/2016,47,95,We're taking over @americanalpine's Instagram this week in honor of NPS100! http://bit.ly/1oJNDsH #FindYourPark pic.twitter.com/cjXUWFv18k,@americanalpine,#NPS100 #FindYourParkpic,7.00E+17,0.062248639,0.132446051,0.130156483,0.106991026,0.115539067,0.143265856,0.151742935,0.157609944,Off_pre,TRUE,TRUE,1,2
NatlParkService,47,2/16/2016,35,102,We're the inspiration for @NWFGS this year! Learn more about 'America the Beautiful' http://bit.ly/1R6KOv0 nwfgs pic.twitter.com/4BMIXVcGUl,@NWFGS,#nwfgspic,7.00E+17,0.075692708,0.141626511,0.062976669,0.097493585,0.156803407,0.139898596,0.22285572,0.102652804,Off_pre,TRUE,TRUE,1,1
NatlParkService,43,2/12/2016,82,104,RT to welcome 410 Castle Mountains National Monument to NPS! http://go.nps.gov/camo #FindYourPark #California pic.twitter.com/1mA8J06xQb,,#410 #FindYourPark #Californiapic,6.98E+17,0.098572804,0.139258583,0.097353751,0.119666846,0.12382657,0.144837746,0.154712451,0.121771249,Off_pre,TRUE,TRUE,0,3
NatlParkService,41,2/10/2016,83,98,Don't forget the 15 fee-free days left in 2016 including Park Week April 16-24 http://go.nps.gov/free16 ExpediaChat pic.twitter.com/viC0JEht3W,,#ExpediaChatpic,6.98E+17,0.099691165,0.123415205,0.124014236,0.122309686,0.107487578,0.114113723,0.150137205,0.158831202,Off_pre,TRUE,TRUE,0,1
NatlParkService,41,2/10/2016,24,81,Anyone have fond memories of rangerspointingatthings? #ExpediaChat pic.twitter.com/cr1zy69w14,,#rangerspointingatthings #ExpediaChatpic,6.98E+17,0.030273401,0.20464145,0.074887526,0.167773135,0.187745546,0.098288617,0.155017078,0.081373247,Off_pre,FALSE,TRUE,0,2
NatlParkService,41,2/10/2016,26,63,A5: Check out http://nps.gov for park-specific info to make the most of your trip! hiking #ExpediaChat pic.twitter.com/ieHHUY8Fly,,#hiking #ExpediaChatpic,6.98E+17,0.09166783,0.106816793,0.115481433,0.135475281,0.116988019,0.136098691,0.187945974,0.109525978,Off_pre,TRUE,TRUE,0,2
NatlParkService,41,2/10/2016,27,40,If you don't live near one of The 59 you can still visit us! We're closer than you think http://go.nps.gov/urban ExpediaChat #FindYourPark,,#ExpediaChat #FindYourPark,6.98E+17,0.169234465,0.131319859,0.083078391,0.102023681,0.112804065,0.147780297,0.145214027,0.108545215,Off_pre,TRUE,FALSE,0,2
NatlParkService,41,2/10/2016,44,90, ExpediaChat inspiring you to plan a trip to see us? Check out our travel tips http://go.nps.gov/tips #FindYourPark pic.twitter.com/XkJBnxd0tk,,#ExpediaChat #FindYourParkpic,6.98E+17,0.097506909,0.118970352,0.109111861,0.131546402,0.121701036,0.130222766,0.188776157,0.102164518,Off_pre,TRUE,TRUE,0,2
NatlParkService,39,2/8/2016,60,128,This month's Getaway is @JohnMuirNPS! FindYourPark at the home of naturalist and writer John Muir in Martinez CA pic.twitter.com/XSLPrRKXAD,@JohnMuirNPS,#FindYourPark,6.97E+17,0.052784961,0.129418063,0.075065916,0.165745052,0.126259027,0.147122393,0.179182759,0.124421831,Off_pre,FALSE,TRUE,1,1
NatlParkService,36,2/5/2016,43,56,Our maintenance backlog = $11.9 billion in 2015. See what were doing to meet the challenge http://1.usa.gov/1SPNyyB pic.twitter.com/YLXCVbSH8F,,,6.96E+17,0.102741405,0.141872676,0.098792959,0.123781146,0.117857968,0.159139121,0.145912598,0.109902128,Off_pre,TRUE,TRUE,0,0
NatlParkService,35,2/4/2016,66,111,Share a laugh with a good buddy in honor of friendsday! pic.twitter.com/H7AEm6i7q9,,#friendsday,6.95E+17,0.061174144,0.158541171,0.102141473,0.123049696,0.124916486,0.143560322,0.181643268,0.104973441,Off_pre,FALSE,TRUE,0,1
NatlParkService,35,2/4/2016,55,91,Happy birthday Rosa Parks! Her story is an important part of @March4RightsNPS http://www.nps.gov/semo pic.twitter.com/Iq0y1QOIJd,@March4RightsNPS,,6.95E+17,0.068446621,0.133188948,0.08844307,0.126917635,0.159794152,0.15436733,0.131329536,0.137512708,Off_pre,TRUE,TRUE,1,0
NatlParkService,34,2/3/2016,73,99,Pikas in peril! Learn why the tiny mountain mammals face an uncertain future http://1.usa.gov/1St6KE2 climatechange pic.twitter.com/GZnDKTbNRG,,#climatechangepic,6.95E+17,0.100389219,0.136664831,0.095147972,0.110277985,0.115282289,0.116624765,0.190314454,0.135298485,Off_pre,TRUE,TRUE,0,1
NatlParkService,32,2/1/2016,66,74,. @Google Doodle ft. Frederick Douglass in honor of BlackHistoryMonth! Learn more about him http://www.nps.gov/frdo pic.twitter.com/OGiXbS6oUQ,@Google,#BlackHistoryMonth,6.94E+17,0.038940283,0.213206928,0.056419959,0.188312262,0.134427328,0.123997602,0.167672222,0.077023417,Off_pre,TRUE,TRUE,1,1
USDA,91,3/31/2016,25,22,Helping kids stay active and healthy this summer http://ow.ly/108WGB nationalnutritionmonth pic.twitter.com/69uAi8r3Qj,,#nationalnutritionmonthpic,7.16E+17,0.139452047,0.149168009,0.071564703,0.10594327,0.114155911,0.1269741,0.202471992,0.090269968,Off_pre,TRUE,TRUE,0,1
USDA,91,3/31/2016,13,19,As summer draws near we set lofty goals to feed more kids than ever http://ow.ly/108N4p nationalnutritionmonth pic.twitter.com/qlsUBZoJq2,,#nationalnutritionmonthpic,7.16E+17,0.180085137,0.133181124,0.072206938,0.117703498,0.107916658,0.140908306,0.163548095,0.084450245,Off_pre,TRUE,TRUE,0,1
USDA,90,3/30/2016,81,97,Kids are eating more fruits & veggies at lunch. USDAResults ? http://ow.ly/106qpb pic.twitter.com/tys1fjYrc9,,#USDAResults,7.15E+17,0.02580465,0.289405948,0.065531317,0.070183619,0.131380622,0.147038044,0.204817604,0.065838198,Off_pre,TRUE,TRUE,0,1
USDA,90,3/30/2016,57,46,A new way to help YOU plant for pollinators from @PeoplesGarden @Pollinators ? http://www.pollinator.org/windowbox pic.twitter.com/oElfQZSV9t,@PeoplesGarden @Pollinators,,7.15E+17,0.110641062,0.110037376,0.105706468,0.085728381,0.108970578,0.171710953,0.156455762,0.15074942,Off_pre,TRUE,TRUE,2,0
USDA,90,3/30/2016,47,46,FoodShare Columbia: Another great way to increase access to healthy/affordable foods w/ SNAP http://ow.ly/105giO pic.twitter.com/tgjtMo17qq,,,7.15E+17,0.169701364,0.143933163,0.083774366,0.106143631,0.124462737,0.13905676,0.126838789,0.10608919,Off_pre,TRUE,TRUE,0,0
USDA,89,3/29/2016,29,29,Stretching the clock & enhancing the food aisles make for better eating in Tribal Nations http://ow.ly/102IAj pic.twitter.com/xTRWlBCZC1,,,7.15E+17,0.085891457,0.152156759,0.0994187,0.105860543,0.107890426,0.174060082,0.174588954,0.10013308,Off_pre,TRUE,TRUE,0,0
USDA,89,3/29/2016,24,30,‘Bee’ing at White House Day at the Lab http://ow.ly/102vSc pic.twitter.com/FXDTxza7U3,,,7.15E+17,0.100437555,0.13560439,0.101930308,0.095906065,0.114510385,0.13563877,0.145995755,0.169976774,Off_pre,TRUE,TRUE,0,0
USDA,88,3/28/2016,29,40,People’s Garden Initiative launches new website to celebrate NationalGardenMonth http://ow.ly/100xgo pic.twitter.com/8QJ6fpH8ok,,#NationalGardenMonth,7.15E+17,0.081619411,0.147629835,0.071068387,0.153578931,0.133064111,0.162347144,0.164360222,0.086331958,Off_pre,TRUE,TRUE,0,1
USDA,88,3/28/2016,67,124,Superheroes come in all sizes at EasterEggRoll! Bats [batmen] other pollinators save the for future generations pic.twitter.com/EiaOjXTHzT,,#EasterEggRoll,7.14E+17,0.086146969,0.115628975,0.080390265,0.119644863,0.150827391,0.181609461,0.168137512,0.097614564,Off_pre,FALSE,TRUE,0,1
USDA,88,3/28/2016,35,28,Finding new ways to revitalize health & wellness of our communities http://ow.ly/ZZGiX nationalnutritionmonth pic.twitter.com/twtSx36bTf,,#nationalnutritionmonthpic,7.14E+17,0.101769465,0.131883894,0.115793533,0.106813954,0.124125622,0.171803427,0.153689346,0.09412076,Off_pre,TRUE,TRUE,0,1
